Image,Name,Class,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: DAPI mean,Nucleus: DAPI sum,Nucleus: DAPI std dev,Nucleus: DAPI max,Nucleus: DAPI min,Nucleus: DAPI range,Nucleus: Opal 480 mean,Nucleus: Opal 480 sum,Nucleus: Opal 480 std dev,Nucleus: Opal 480 max,Nucleus: Opal 480 min,Nucleus: Opal 480 range,Nucleus: Opal 520 mean,Nucleus: Opal 520 sum,Nucleus: Opal 520 std dev,Nucleus: Opal 520 max,Nucleus: Opal 520 min,Nucleus: Opal 520 range,Nucleus: Opal 540 mean,Nucleus: Opal 540 sum,Nucleus: Opal 540 std dev,Nucleus: Opal 540 max,Nucleus: Opal 540 min,Nucleus: Opal 540 range,Nucleus: Opal 570 mean,Nucleus: Opal 570 sum,Nucleus: Opal 570 std dev,Nucleus: Opal 570 max,Nucleus: Opal 570 min,Nucleus: Opal 570 range,Nucleus: Opal 620 mean,Nucleus: Opal 620 sum,Nucleus: Opal 620 std dev,Nucleus: Opal 620 max,Nucleus: Opal 620 min,Nucleus: Opal 620 range,Nucleus: Opal 650 mean,Nucleus: Opal 650 sum,Nucleus: Opal 650 std dev,Nucleus: Opal 650 max,Nucleus: Opal 650 min,Nucleus: Opal 650 range,Nucleus: Opal 690 mean,Nucleus: Opal 690 sum,Nucleus: Opal 690 std dev,Nucleus: Opal 690 max,Nucleus: Opal 690 min,Nucleus: Opal 690 range,Nucleus: Opal 780 mean,Nucleus: Opal 780 sum,Nucleus: Opal 780 std dev,Nucleus: Opal 780 max,Nucleus: Opal 780 min,Nucleus: Opal 780 range,Nucleus: Autofluorescence mean,Nucleus: Autofluorescence sum,Nucleus: Autofluorescence std dev,Nucleus: Autofluorescence max,Nucleus: Autofluorescence min,Nucleus: Autofluorescence range,Cell: Area,Cell: Perimeter,Cell: Circularity,Cell: Max caliper,Cell: Min caliper,Cell: Eccentricity,Cell: DAPI mean,Cell: DAPI std dev,Cell: DAPI max,Cell: DAPI min,Cell: Opal 480 mean,Cell: Opal 480 std dev,Cell: Opal 480 max,Cell: Opal 480 min,Cell: Opal 520 mean,Cell: Opal 520 std dev,Cell: Opal 520 max,Cell: Opal 520 min,Cell: Opal 540 mean,Cell: Opal 540 std dev,Cell: Opal 540 max,Cell: Opal 540 min,Cell: Opal 570 mean,Cell: Opal 570 std dev,Cell: Opal 570 max,Cell: Opal 570 min,Cell: Opal 620 mean,Cell: Opal 620 std dev,Cell: Opal 620 max,Cell: Opal 620 min,Cell: Opal 650 mean,Cell: Opal 650 std dev,Cell: Opal 650 max,Cell: Opal 650 min,Cell: Opal 690 mean,Cell: Opal 690 std dev,Cell: Opal 690 max,Cell: Opal 690 min,Cell: Opal 780 mean,Cell: Opal 780 std dev,Cell: Opal 780 max,Cell: Opal 780 min,Cell: Autofluorescence mean,Cell: Autofluorescence std dev,Cell: Autofluorescence max,Cell: Autofluorescence min,Cytoplasm: DAPI mean,Cytoplasm: DAPI std dev,Cytoplasm: DAPI max,Cytoplasm: DAPI min,Cytoplasm: Opal 480 mean,Cytoplasm: Opal 480 std dev,Cytoplasm: Opal 480 max,Cytoplasm: Opal 480 min,Cytoplasm: Opal 520 mean,Cytoplasm: Opal 520 std dev,Cytoplasm: Opal 520 max,Cytoplasm: Opal 520 min,Cytoplasm: Opal 540 mean,Cytoplasm: Opal 540 std dev,Cytoplasm: Opal 540 max,Cytoplasm: Opal 540 min,Cytoplasm: Opal 570 mean,Cytoplasm: Opal 570 std dev,Cytoplasm: Opal 570 max,Cytoplasm: Opal 570 min,Cytoplasm: Opal 620 mean,Cytoplasm: Opal 620 std dev,Cytoplasm: Opal 620 max,Cytoplasm: Opal 620 min,Cytoplasm: Opal 650 mean,Cytoplasm: Opal 650 std dev,Cytoplasm: Opal 650 max,Cytoplasm: Opal 650 min,Cytoplasm: Opal 690 mean,Cytoplasm: Opal 690 std dev,Cytoplasm: Opal 690 max,Cytoplasm: Opal 690 min,Cytoplasm: Opal 780 mean,Cytoplasm: Opal 780 std dev,Cytoplasm: Opal 780 max,Cytoplasm: Opal 780 min,Cytoplasm: Autofluorescence mean,Cytoplasm: Autofluorescence std dev,Cytoplasm: Autofluorescence max,Cytoplasm: Autofluorescence min,Nucleus/Cell area ratio
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,843.47,417.61,40.5,23.1527,0.9494,8.0142,6.7531,0.497,10.2349,1688.7637,3.2588,18.9274,4.3604,14.5671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0593,339.7768,0.5105,4.1264,1.1008,3.0256,1.7589,290.2118,0.308,2.9885,1.0224,1.9661,30.9762,5111.0723,2.9657,39.9545,22.986,16.9685,0.409,67.4922,0.3753,1.9646,0,1.9646,0.5376,88.71,0.2287,1.1755,0.2507,0.9248,14.1244,2330.5212,1.22,17.6415,10.6915,6.9499,102.5,36.8153,0.9503,12.5176,10.6504,0.4693,4.4115,5.278,18.9274,0,0,0,0,0,0.0631,0.1889,1.3801,0,0.7447,2.2183,15.0075,0,2.1615,0.6231,4.8205,0.7662,1.7062,0.4153,2.9885,0.4156,26.9023,6.849,39.9545,6.9787,0.3526,0.4194,2.3335,0,0.6217,0.2289,1.3296,0.2507,14.0699,2.5458,23.3857,6.8152,0.5055,1.1628,4.9114,0,0,0,0,0,0.1054,0.2351,1.3801,0,1.2442,2.7587,15.0075,0,2.2301,0.6808,4.8205,0.7662,1.6708,0.4711,2.9606,0.4156,24.1699,7.3443,37.5766,6.9787,0.3147,0.4433,2.3335,0,0.678,0.2115,1.3296,0.284,14.0333,3.1379,23.3857,6.8152,0.3941
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,905.81,417.72,32,21.9902,0.8316,7.6066,5.4836,0.7361,5.567,729.28,1.7974,12.2636,2.522,9.7416,0,0,0,0,0,0,0.0726,9.5171,0.2374,1.438,0,1.438,0,0,0,0,0,0,2.0302,265.9541,0.5189,3.3286,1.144,2.1846,1.6614,217.6371,0.2839,2.4099,1.1281,1.2818,25.9759,3402.8457,2.801,33.7486,19.4686,14.28,0.2928,38.3574,0.3744,1.5167,0,1.5167,0.5909,77.4069,0.195,1.0611,0.3018,0.7594,13.2993,1742.2123,1.2518,16.4515,10.8201,5.6314,80.75,33.6832,0.8944,11.9331,8.7693,0.6597,2.8232,2.8317,12.2636,0,0,0,0,0,0.1662,0.3228,1.7405,0,0.3028,0.8339,4.0516,0,2.197,0.6233,4.4156,1.0493,1.8225,0.388,3.0628,1.0511,24.1427,5.2711,34.6345,10.6291,0.2177,0.336,1.5167,0,0.664,0.2137,1.117,0.3018,13.1796,1.8132,18.3726,8.655,0.98,1.6643,5.9999,0,0,0,0,0,0.229,0.3562,1.7405,0,0.5062,1.0303,4.0516,0,2.3091,0.6626,4.4156,1.0493,1.9307,0.411,3.0628,1.0511,22.9112,6.1234,34.6345,10.6291,0.1672,0.2979,1.4798,0,0.7131,0.2122,1.117,0.3195,13.0992,2.1076,18.3726,8.655,0.3836
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,913.95,416.69,20.25,16.8507,0.8962,5.8351,4.4533,0.6382,4.3211,367.2948,1.0214,6.8391,2.0179,4.8212,0,0,0,0,0,0,0.0635,5.398,0.1569,0.8222,0,0.8222,0.033,2.8085,0.2536,2.2854,0,2.2854,2.0297,172.5206,0.4182,3.3568,1.2898,2.067,1.6368,139.1248,0.2138,2.2137,1.138,1.0757,25.4038,2159.3232,2.3392,31.3771,20.2757,11.1015,0.4153,35.3028,0.3609,1.5229,0,1.5229,0.75,63.7476,0.0704,0.9874,0.6215,0.3659,13.8846,1180.1904,1.8881,20.1364,11.162,8.9744,54,27.6172,0.8897,9.9013,6.4658,0.7558,2.0488,2.1713,6.8391,0,0,0,0,0,0.1217,0.2351,1.2095,0,0.2037,0.7366,4.0478,0,2.1321,0.487,3.4551,0.9573,1.613,0.3442,2.8983,0.7655,23.057,4.501,32.6922,9.099,0.3734,0.3649,2.0205,0,0.7673,0.0957,1.13,0.4956,13.1378,2.068,20.1364,7.2762,0.5965,1.2793,5.175,0,0,0,0,0,0.1589,0.2676,1.2095,0,0.3128,0.9056,4.0478,0,2.1976,0.5173,3.4551,0.9573,1.5978,0.4063,2.8983,0.7655,21.5572,4.8999,32.6922,9.099,0.3466,0.3663,2.0205,0,0.7784,0.1076,1.13,0.4956,12.6606,2.0428,18.4644,7.2762,0.3695
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,879.15,419.54,81,34.9364,0.8339,12.7532,7.8928,0.7988,10.6229,3494.9377,3.2282,18.177,3.5131,14.6639,0,0,0,0,0,0,0.0006,0.1939,0.0077,0.1158,0,0.1158,0,0,0,0,0,0,1.337,439.8808,0.6054,3.7114,0.4437,3.2677,1.5352,505.0853,0.3086,2.4178,0.6089,1.8089,26.4565,8704.2031,3.9859,37.6411,15.5998,22.0414,0.3159,103.9303,0.3378,1.7063,0,1.7063,0.4662,153.3709,0.189,0.9908,0.1878,0.803,11.9683,3937.5857,1.7735,16.9614,8.9081,8.0533,164,48.1358,0.8894,17.449,11.4516,0.7594,5.783,5.4719,18.177,0,0,0,0,0,0.0638,0.1493,0.858,0,0.1444,0.4955,4.3824,0,1.5337,0.6139,3.7114,0.4437,1.3984,0.3652,2.4757,0.3322,22.0919,6.5213,37.6411,7.8367,0.344,0.3547,1.7063,0,0.5777,0.2047,1.0943,0.1878,11.4404,1.9701,16.9614,6.5287,0.9578,1.6481,7.5528,0,0,0,0,0,0.1268,0.1911,0.858,0,0.2883,0.6703,4.3824,0,1.7298,0.5579,3.4581,0.6714,1.2619,0.3667,2.4757,0.3322,17.7404,5.5833,32.283,7.8367,0.372,0.3692,1.5026,0,0.6889,0.1529,1.0943,0.3341,10.914,2.0176,16.2785,6.5287,0.5003
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,1014.3,421.39,52.5,28.5881,0.8072,9.9077,7.9471,0.5731,11.2871,2404.1538,3.6477,20.8973,3.6044,17.2929,0,0,0,0,0,0,0.0048,1.0196,0.0363,0.4463,0,0.4463,0.8587,182.9082,1.1301,5.7887,0,5.7887,2.1812,464.6006,0.5294,3.9328,0.9546,2.9782,2.2243,473.7798,0.3415,3.1957,1.2719,1.9238,21.6405,4609.4175,4.1376,29.1234,11.5151,17.6083,0.6054,128.9399,0.4142,1.7033,0,1.7033,0.7492,159.5892,0.1243,1.1031,0.5264,0.5767,14.6921,3129.4233,2.1651,19.0469,9.5216,9.5254,128,41.4611,0.9357,14.3449,12.2851,0.5224,5.1266,5.8159,20.8973,0,0,0,0,0,0.0477,0.1405,1.1502,0,1.9847,1.9755,8.3802,0,1.8754,0.5737,3.9328,0.6092,2.2874,0.478,3.6918,0.8412,19.6105,4.4051,29.1234,7.8512,0.5168,0.3871,1.7033,0,0.8052,0.1473,1.1342,0.3818,14.1546,2.4138,19.6961,6.6326,0.738,1.4436,7.9361,0,0,0,0,0,0.0783,0.1751,1.1502,0,2.7868,2.0571,8.3802,0,1.6575,0.5006,3.3175,0.6092,2.3323,0.5513,3.6918,0.8412,18.1645,4.0066,26.7565,7.8512,0.4537,0.354,1.5575,0,0.8451,0.1496,1.1342,0.3818,13.7716,2.5104,19.6961,6.6326,0.4089
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,993.27,421.79,41,23.6585,0.9205,8.4899,6.6607,0.5734,6.525,1096.203,2.0238,15.3001,2.5387,12.7614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4154,237.779,0.3026,2.4405,0.8144,1.6261,1.7869,300.2065,0.2554,2.5986,1.2378,1.3608,24.4095,4100.7944,2.4354,32.6703,18.7349,13.9355,1.5351,257.8989,0.5125,2.7023,0.2949,2.4074,0.4181,70.2443,0.134,0.8038,0.2486,0.5552,11.936,2005.2526,1.0601,15.2635,9.5638,5.6998,107.75,37.3436,0.9709,12.8527,10.9573,0.4971,2.7124,3.3323,15.3001,0,0,0,0,0,0.0143,0.0818,0.8316,0,0.4663,1.043,6.2715,0,1.6514,0.4761,3.3386,0.8144,1.9825,0.4509,3.8406,1.2128,22.7403,4.6267,33.77,10.9813,1.3892,0.7465,3.4884,0.0122,0.5906,0.2297,1.4203,0.2486,12.5334,1.4764,17.0058,9.5638,0.3045,0.7261,4.2679,0,0,0,0,0,0.0233,0.1035,0.8316,0,0.7609,1.246,6.2715,0,1.8004,0.505,3.3386,0.8417,2.1061,0.5016,3.8406,1.2128,21.6861,5.3252,33.77,10.9813,1.2971,0.8503,3.4884,0.0122,0.6995,0.2101,1.4203,0.3104,12.9106,1.5762,17.0058,9.6742,0.3763
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,938.33,421.16,12,12.0491,1,4.1751,3.51,0.5518,8.8986,427.1322,3.6952,15.4667,3.0061,12.4606,0,0,0,0,0,0,3.6375,174.6002,2.6648,11.1807,0.7482,10.4325,5.3783,258.1605,1.9486,10.4341,2.2903,8.1438,0.8187,39.2964,0.7423,2.6195,0,2.6195,15.2148,730.3125,5.0538,27.9898,7.9336,20.0562,9.1354,438.4997,1.0319,11.6638,6.9796,4.6843,4.2568,204.3248,1.6547,8.367,0.9221,7.4449,0.2006,9.6266,0.0468,0.3164,0.1095,0.2068,19.8498,952.789,1.723,24.4489,15.934,8.5148,52,25.7387,0.9864,8.6841,7.6994,0.4343,2.2437,4.0911,15.4667,0,0.024,0.1804,1.6245,0,5.1197,3.7814,14.512,0,4.3678,4.2444,22.368,0,1.5088,1.1905,4.6127,0,13.1164,5.8499,27.9898,1.7718,7.3501,1.9677,11.6638,1.0005,4.7942,3.8696,18.3095,0.6515,0.2026,0.0973,0.7463,0.0551,18.0444,3.4428,26.8637,11.3305,0.2472,0.6104,3.1096,0,0.0311,0.2053,1.6245,0,5.5644,3.9566,14.512,0,4.0647,4.683,22.368,0,1.7158,1.2229,4.6127,0,12.4869,5.9393,27.3553,1.7718,6.8145,1.8642,10.6584,1.0005,4.9555,4.3095,18.3095,0.6515,0.2032,0.108,0.7463,0.0551,17.5028,3.6434,26.8637,11.3305,0.2084
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: PVC: Not-glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,970.88,423.01,13.5,14.4492,0.8126,5.9015,2.9993,0.8718,5.3364,304.1771,2.4326,10.6538,1.6164,9.0374,0,0,0,0,0,0,2.8984,165.2115,2.5565,11.2882,0,11.2882,2.2296,127.0854,2.0759,7.5517,0,7.5517,1.7773,101.3069,0.8402,3.5621,0.249,3.313,12.0885,689.043,4.2935,24.0808,7.3817,16.6991,8.1642,465.3606,0.9715,10.3151,6.5257,3.7894,6.5727,374.6426,2.9284,13.5261,2.8295,10.6966,0.288,16.4165,0.1015,0.5231,0.1709,0.3522,15.6754,893.5001,2.3459,19.9976,10.957,9.0407,60.25,28.5203,0.9308,10.6755,7,0.7535,1.375,2.5121,10.6538,0,0.0737,0.422,3.8074,0,3.7806,4.1192,17.5175,0,2.7169,2.4629,10.6324,0,1.4612,0.9488,3.5621,0,9.4548,5.4124,26.6295,0.7526,7.6063,2.7787,14.8565,0.6345,8.1562,6.1146,22.0019,0.9816,0.4147,0.2189,1.0909,0.1709,15.3002,2.832,20.6234,8.4794,0.1676,0.4332,2.1746,0,0.0961,0.48,3.8074,0,4.0494,4.4597,17.5175,0,2.8655,2.5558,10.6324,0,1.3648,0.961,3.2779,0,8.652,5.4724,26.6295,0.7526,7.4363,3.1111,14.8565,0.6345,8.6389,6.7277,22.0019,0.9816,0.4533,0.2304,1.0909,0.1792,15.1859,2.9605,20.6234,8.4794,0.2132
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,760.94,425.39,12.25,13.7558,0.8135,5.3137,3.2141,0.7643,1.0485,57.6658,0.6342,2.606,0,2.606,0,0,0,0,0,0,0.4864,26.751,0.2318,1.0014,0.0811,0.9204,4.7024,258.6293,1.7735,7.8464,0.2613,7.5851,2.407,132.3849,0.4163,3.4021,1.5976,1.8045,2.2923,126.0747,0.2231,2.7079,1.8588,0.8491,20.0967,1105.3187,1.7219,25.5187,16.7117,8.807,0.1924,10.5794,0.2116,0.9463,0,0.9463,0.7787,42.8292,0.1355,1.092,0.5567,0.5353,17.6271,969.4895,1.795,20.7782,13.785,6.9932,61.75,28.7002,0.9421,10.6255,7.7409,0.6524,0.2864,0.543,2.606,0,0,0,0,0,0.6604,0.4321,1.773,0,4.8996,2.2212,8.6399,0.1175,2.6213,0.4513,4.2024,1.5976,2.438,0.409,3.5499,1.4903,20.7962,2.2129,27.9569,15.2975,0.1584,0.1711,0.9463,0,0.9333,0.1642,1.3503,0.5567,17.7586,1.705,20.7782,11.8709,0.0681,0.2256,1.3952,0,0,0,0,0,0.7103,0.4627,1.773,0,4.9561,2.3347,8.6399,0.1175,2.6827,0.443,4.2024,1.6947,2.4798,0.4398,3.5499,1.4903,20.9966,2.2994,27.9569,15.2975,0.1487,0.1569,0.7935,0,0.9775,0.1438,1.3503,0.6736,17.7963,1.6813,20.7354,11.8709,0.2033
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,884.51,427.67,35.5,22.8656,0.8532,8.1387,5.8682,0.6502,5.931,860.0002,2.4769,15.2745,2.4552,12.8192,0,0,0,0,0,0,0.007,1.0208,0.032,0.2053,0,0.2053,0.0049,0.7176,0.0425,0.4159,0,0.4159,2.085,302.3223,0.3771,3.3906,1.2459,2.1447,1.5824,229.4413,0.3326,2.5288,0.9633,1.5655,26.8638,3895.2544,5.1031,37.8769,17.045,20.8319,0.5903,85.5943,0.4551,1.8309,0,1.8309,0.4769,69.1457,0.1182,0.9687,0.2751,0.6935,13.3881,1941.2719,1.7463,18.2777,10.1451,8.1327,89.75,35.3948,0.9003,12.5118,9.649,0.6277,2.9471,3.0828,15.2745,0,0,0,0,0,0.1251,0.2076,0.987,0,0.2349,0.6228,3.9173,0,2.2221,0.4121,4.1522,1.2459,1.6126,0.3209,2.5288,0.9056,24.4634,6.4946,37.8769,9.5191,0.4899,0.4118,1.8309,0,0.6102,0.1714,1.0851,0.2751,13.2803,1.8467,18.2777,9.6878,0.9532,1.35,5.5561,0,0,0,0,0,0.2039,0.236,0.987,0,0.3886,0.7667,3.9173,0,2.3138,0.4099,4.1522,1.4622,1.6328,0.3119,2.518,0.9056,22.8595,6.8324,36.8024,9.5191,0.4229,0.3661,1.6424,0,0.6993,0.1409,1.0851,0.4132,13.2082,1.9114,17.7273,9.6878,0.4005
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,898.12,428.27,62.75,30.8905,0.8264,11.5304,7.2872,0.8029,8.7806,2247.8423,2.0632,15.6884,3.5086,12.1798,0,0,0,0,0,0,0.0225,5.766,0.0858,0.7726,0,0.7726,0.0017,0.4457,0.0232,0.3621,0,0.3621,1.8526,474.2594,0.441,3.2464,0.8379,2.4085,1.6042,410.6838,0.2889,2.6218,0.9245,1.6974,21.2657,5444.0215,2.9597,32.6453,12.0401,20.6052,0.1788,45.7701,0.2511,1.1382,0,1.1382,0.663,169.7236,0.1522,1.1821,0.34,0.8422,12.5454,3211.6296,1.6192,18.1371,9.1075,9.0295,142.5,44.1477,0.9188,15.9035,11.5494,0.6739,4.2404,4.3832,15.6884,0,0,0,0,0,0.1331,0.2489,1.9656,0,0.3694,1.1938,8.5823,0,2.1356,0.6237,4.2892,0.8379,1.708,0.4388,3.1772,0.5942,20.4211,4.9343,32.949,5.3922,0.1945,0.2512,1.1687,0,0.7897,0.2205,1.4587,0.3282,12.8405,2.4818,19.679,6.0074,0.6195,1.2438,5.35,0,0,0,0,0,0.2214,0.2967,1.9656,0,0.6627,1.5397,8.5823,0,2.3613,0.6557,4.2892,0.9614,1.7907,0.5143,3.1772,0.5942,19.7475,5.9849,32.949,5.3922,0.207,0.251,1.1687,0,0.8907,0.2144,1.4587,0.3282,13.0757,2.9786,19.679,6.0074,0.4385
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,770.33,426.83,24.5,18.9116,0.8608,6.4863,5.2435,0.5311,2.0237,208.4401,0.8573,3.3519,0,3.3519,0,0,0,0,0,0,0.0923,9.5094,0.246,1.4787,0,1.4787,0.1603,16.5125,0.6743,5.3425,0,5.3425,3.291,338.9764,0.5574,5.1028,2.4762,2.6267,1.9776,203.6945,0.243,2.9008,1.4595,1.4413,28.8098,2967.4131,2.8027,34.5087,19.601,14.9077,0.1742,17.9473,0.2278,1.1588,0,1.1588,0.9061,93.3315,0.1066,1.1728,0.7234,0.4493,16.2836,1677.2159,1.2173,20.9602,14.3708,6.5894,81.5,32.7057,0.9575,11.1088,9.7212,0.3813,0.6557,1.0504,3.3519,0,0.0708,0.5524,5.6482,0,0.2781,0.4639,2.3486,0,2.9643,4.4754,18.6151,0,3.2221,0.7528,5.5367,1.1831,2.2367,0.4849,3.5797,1.287,25.8509,5.8595,35.2112,10.566,0.1326,0.19,1.1588,0,0.9523,0.1457,1.3314,0.5527,17.7793,3.5521,33.4727,11.6032,0.0295,0.1464,1.2276,0,0.1032,0.6649,5.6482,0,0.3631,0.5133,2.3486,0,4.2479,4.8746,18.6151,0,3.1905,0.8263,5.5367,1.1831,2.3553,0.521,3.5797,1.287,24.4964,6.3777,35.2112,10.566,0.1135,0.167,1.0929,0,0.9735,0.1561,1.3314,0.5527,18.4639,4.0305,33.4727,11.6032,0.3063
"Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1 - All classifiers applied",Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,Not-TAMM: Not-Ki-67: Not-leukocyte: Not-oligodendrocyte: Not-PVC: Glioma cell: Not-endothelial cell: Not-astrocyte,PathAnnotationObject,Polygon,833.61,429.65,24,17.6424,0.969,6.0063,5.116,0.4941,10.8266,1050.1786,3.5775,19.7852,4.0044,15.7808,0.0051,0.4981,0.0366,0.3082,0,0.3082,0.0226,2.1968,0.0758,0.5813,0,0.5813,1.5717,152.4539,1.1753,4.409,0,4.409,2.235,216.7934,0.335,2.8778,1.5673,1.3105,2.3001,223.1062,0.9575,5.7996,1.1779,4.6218,14.8942,1444.7413,1.9311,20.6908,11.0626,9.6282,0.0413,4.0087,0.0711,0.2974,0,0.2974,1.081,104.8546,0.1502,1.4607,0.7394,0.7213,18.4238,1787.1127,2.4265,22.5048,13.517,8.9879,75.5,31.0667,0.983,10.5445,9.1924,0.439,3.8827,5.288,19.7852,0,0.0837,0.2145,1.0693,0,0.1133,0.1976,1.1514,0,1.0274,1.044,4.409,0,1.9619,0.5883,3.6183,0.6026,2.1086,0.9465,5.7996,0.457,13.6819,4.6644,28.7048,3.7376,0.0792,0.1488,0.9594,0,0.8813,0.2563,1.4607,0.3206,14.4509,4.176,22.5048,4.9345,0.5971,1.2086,6.1435,0,0.1209,0.2508,1.0693,0,0.1563,0.2217,1.1514,0,0.7698,0.8663,3.979,0,1.8327,0.6369,3.6183,0.6026,2.018,0.9299,5.0093,0.457,13.1082,5.4146,28.7048,3.7376,0.0971,0.1712,0.9594,0,0.7868,0.2417,1.3131,0.3206,12.5711,3.4502,20.7574,4.9345,0.3082
