Image	Object ID	Name	Class	Parent	ROI	Centroid X µm	Centroid Y µm	Nucleus: Area	Nucleus: Perimeter	Nucleus: Circularity	Nucleus: Max caliper	Nucleus: Min caliper	Nucleus: Eccentricity	Nucleus: DAPI mean	Nucleus: DAPI sum	Nucleus: DAPI std dev	Nucleus: DAPI max	Nucleus: DAPI min	Nucleus: DAPI range	Nucleus: Opal 480 mean	Nucleus: Opal 480 sum	Nucleus: Opal 480 std dev	Nucleus: Opal 480 max	Nucleus: Opal 480 min	Nucleus: Opal 480 range	Nucleus: Opal 520 mean	Nucleus: Opal 520 sum	Nucleus: Opal 520 std dev	Nucleus: Opal 520 max	Nucleus: Opal 520 min	Nucleus: Opal 520 range	Nucleus: Opal 540 mean	Nucleus: Opal 540 sum	Nucleus: Opal 540 std dev	Nucleus: Opal 540 max	Nucleus: Opal 540 min	Nucleus: Opal 540 range	Nucleus: Opal 570 mean	Nucleus: Opal 570 sum	Nucleus: Opal 570 std dev	Nucleus: Opal 570 max	Nucleus: Opal 570 min	Nucleus: Opal 570 range	Nucleus: Opal 620 mean	Nucleus: Opal 620 sum	Nucleus: Opal 620 std dev	Nucleus: Opal 620 max	Nucleus: Opal 620 min	Nucleus: Opal 620 range	Nucleus: Opal 650 mean	Nucleus: Opal 650 sum	Nucleus: Opal 650 std dev	Nucleus: Opal 650 max	Nucleus: Opal 650 min	Nucleus: Opal 650 range	Nucleus: Opal 690 mean	Nucleus: Opal 690 sum	Nucleus: Opal 690 std dev	Nucleus: Opal 690 max	Nucleus: Opal 690 min	Nucleus: Opal 690 range	Nucleus: Opal 780 mean	Nucleus: Opal 780 sum	Nucleus: Opal 780 std dev	Nucleus: Opal 780 max	Nucleus: Opal 780 min	Nucleus: Opal 780 range	Nucleus: Autoflourescence mean	Nucleus: Autoflourescence sum	Nucleus: Autoflourescence std dev	Nucleus: Autoflourescence max	Nucleus: Autoflourescence min	Nucleus: Autoflourescence range	Cell: Area	Cell: Perimeter	Cell: Circularity	Cell: Max caliper	Cell: Min caliper	Cell: Eccentricity	Cell: DAPI mean	Cell: DAPI std dev	Cell: DAPI max	Cell: DAPI min	Cell: Opal 480 mean	Cell: Opal 480 std dev	Cell: Opal 480 max	Cell: Opal 480 min	Cell: Opal 520 mean	Cell: Opal 520 std dev	Cell: Opal 520 max	Cell: Opal 520 min	Cell: Opal 540 mean	Cell: Opal 540 std dev	Cell: Opal 540 max	Cell: Opal 540 min	Cell: Opal 570 mean	Cell: Opal 570 std dev	Cell: Opal 570 max	Cell: Opal 570 min	Cell: Opal 620 mean	Cell: Opal 620 std dev	Cell: Opal 620 max	Cell: Opal 620 min	Cell: Opal 650 mean	Cell: Opal 650 std dev	Cell: Opal 650 max	Cell: Opal 650 min	Cell: Opal 690 mean	Cell: Opal 690 std dev	Cell: Opal 690 max	Cell: Opal 690 min	Cell: Opal 780 mean	Cell: Opal 780 std dev	Cell: Opal 780 max	Cell: Opal 780 min	Cell: Autoflourescence mean	Cell: Autoflourescence std dev	Cell: Autoflourescence max	Cell: Autoflourescence min	Cytoplasm: DAPI mean	Cytoplasm: DAPI std dev	Cytoplasm: DAPI max	Cytoplasm: DAPI min	Cytoplasm: Opal 480 mean	Cytoplasm: Opal 480 std dev	Cytoplasm: Opal 480 max	Cytoplasm: Opal 480 min	Cytoplasm: Opal 520 mean	Cytoplasm: Opal 520 std dev	Cytoplasm: Opal 520 max	Cytoplasm: Opal 520 min	Cytoplasm: Opal 540 mean	Cytoplasm: Opal 540 std dev	Cytoplasm: Opal 540 max	Cytoplasm: Opal 540 min	Cytoplasm: Opal 570 mean	Cytoplasm: Opal 570 std dev	Cytoplasm: Opal 570 max	Cytoplasm: Opal 570 min	Cytoplasm: Opal 620 mean	Cytoplasm: Opal 620 std dev	Cytoplasm: Opal 620 max	Cytoplasm: Opal 620 min	Cytoplasm: Opal 650 mean	Cytoplasm: Opal 650 std dev	Cytoplasm: Opal 650 max	Cytoplasm: Opal 650 min	Cytoplasm: Opal 690 mean	Cytoplasm: Opal 690 std dev	Cytoplasm: Opal 690 max	Cytoplasm: Opal 690 min	Cytoplasm: Opal 780 mean	Cytoplasm: Opal 780 std dev	Cytoplasm: Opal 780 max	Cytoplasm: Opal 780 min	Cytoplasm: Autoflourescence mean	Cytoplasm: Autoflourescence std dev	Cytoplasm: Autoflourescence max	Cytoplasm: Autoflourescence min	Nucleus/Cell area ratio	Distance to detection with Glioma µm	Distance to detection with PVC µm	Distance to detection with Endothelial µm	Distance to detection with Astrocyte µm	Distance to detection with Negative µm	Distance to detection with TAMM µm	Distance to detection with Oligodendrocyte µm	Delaunay: Num neighbors	Delaunay: Mean distance	Delaunay: Median distance	Delaunay: Max distance	Delaunay: Min distance	Delaunay: Mean triangle area	Delaunay: Max triangle area
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f63d4b66-f3f0-4987-9069-c60bde7d63c3	Glioma	Glioma	PathAnnotationObject	Polygon	843.47	417.61	40.5	23.1527	0.9494	8.0142	6.7531	0.497	10.2344	1688.6698	3.2565	18.9097	4.3733	14.5364	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0024	0.0002	0.0024	0	0.0024	2.0588	339.7076	0.5097	4.1206	1.1008	3.0198	1.759	290.2386	0.3075	2.9864	1.0252	1.9612	30.9759	5111.02	2.9639	39.9421	22.9874	16.9547	0.4089	67.4766	0.3738	1.9548	0	1.9548	0.5378	88.7308	0.2288	1.1758	0.251	0.9249	14.124	2330.4622	1.2195	17.6326	10.6914	6.9412	102.5	36.8153	0.9503	12.5176	10.6504	0.4693	4.4119	5.2766	18.9097	0	0	0	0	0	0.0631	0.188	1.3703	0	0.7455	2.2201	15.026	0	2.1616	0.6222	4.8164	0.7697	1.7063	0.4145	2.9864	0.4193	26.9039	6.8453	39.9421	6.9904	0.3525	0.418	2.3288	0	0.6218	0.2289	1.3295	0.251	14.0714	2.5458	23.3861	6.8184	0.5066	1.1616	4.8975	0	0	0	0	0	0.1055	0.2338	1.3703	0	1.2455	2.761	15.026	0	2.2305	0.6798	4.8164	0.7697	1.671	0.4702	2.9546	0.4193	24.1727	7.3403	37.5673	6.9904	0.3147	0.442	2.3288	0	0.6781	0.2114	1.3295	0.2846	14.0361	3.138	23.3861	6.8184	0.3941	0	94.8054	57.1537	128.9783	27.9363	49.9231	80.6385	5	16.1929	15.8332	23.8415	10.293	107.892	157.6415
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	66f1974a-385d-40ec-8af1-b89509fa5d63	Glioma	Glioma	PathAnnotationObject	Polygon	905.81	417.72	32	21.9902	0.8316	7.6066	5.4836	0.7361	5.5654	729.0645	1.7973	12.2599	2.516	9.7439	0	0	0	0	0	0	0.0728	9.5404	0.2373	1.4371	0	1.4371	0	0	0	0	0	0	2.0308	266.0315	0.5186	3.3266	1.1441	2.1825	1.6616	217.6696	0.2835	2.4093	1.1292	1.2801	25.9741	3402.6077	2.8007	33.7476	19.4697	14.2779	0.2926	38.3312	0.3728	1.5102	0	1.5102	0.5911	77.4387	0.1949	1.0609	0.302	0.7589	13.3001	1742.3156	1.2502	16.4456	10.8252	5.6203	80.75	33.6832	0.8944	11.9331	8.7693	0.6597	2.8224	2.831	12.2599	0	0	0	0	0	0.1663	0.3222	1.7397	0	0.3032	0.8337	4.0475	0	2.1971	0.6226	4.4095	1.0558	1.8225	0.3875	3.0611	1.0522	24.1396	5.2707	34.6181	10.6327	0.2177	0.3347	1.5102	0	0.6641	0.2136	1.1172	0.302	13.1788	1.812	18.3619	8.6532	0.9797	1.6638	6.0017	0	0	0	0	0	0.2291	0.3554	1.7397	0	0.5069	1.0299	4.0475	0	2.3089	0.6618	4.4095	1.0558	1.9305	0.4105	3.0611	1.0522	22.9071	6.1224	34.6181	10.6327	0.1673	0.297	1.4719	0	0.7131	0.2121	1.1172	0.32	13.0973	2.1063	18.3619	8.6532	0.3836	0.01	33.0163	36.9648	75.1213	63.1984	16.4938	22.1187	4	11.7416	10.902	16.4972	8.6652	61.501	98.4856
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f9ea30b6-53c9-4af5-8609-665753b7547c	Glioma	Glioma	PathAnnotationObject	Polygon	913.95	416.69	20.25	16.8507	0.8962	5.8351	4.4533	0.6382	4.3216	367.3354	1.0203	6.8354	2.0236	4.8118	0	0	0	0	0	0	0.0634	5.3909	0.1564	0.8201	0	0.8201	0.033	2.8051	0.253	2.2792	0	2.2792	2.0296	172.519	0.4178	3.3558	1.2907	2.0651	1.6369	139.1361	0.2133	2.2113	1.1398	1.0716	25.4061	2159.5203	2.3378	31.3825	20.2788	11.1037	0.4154	35.3119	0.36	1.5158	0	1.5158	0.75	63.7535	0.0704	0.9873	0.6216	0.3657	13.8856	1180.2777	1.8872	20.1338	11.165	8.9689	54	27.6172	0.8897	9.9013	6.4658	0.7558	2.0496	2.1709	6.8354	0	0	0	0	0	0.1216	0.2345	1.2069	0	0.2036	0.7356	4.0408	0	2.1322	0.4865	3.4517	0.959	1.613	0.3437	2.8959	0.7664	23.0604	4.499	32.6878	9.1068	0.3735	0.3639	2.016	0	0.7673	0.0956	1.1296	0.4961	13.1386	2.0667	20.1338	7.2788	0.5976	1.2795	5.1755	0	0	0	0	0	0.1588	0.2669	1.2069	0	0.3126	0.9045	4.0408	0	2.1977	0.5166	3.4517	0.959	1.5977	0.4058	2.8959	0.7664	21.5613	4.8979	32.6878	9.1068	0.3466	0.3653	2.016	0	0.7784	0.1074	1.1296	0.4961	12.6611	2.0411	18.4556	7.2788	0.3695	0	24.1826	29.1766	66.0181	65.3773	14.5937	16.7712	5	12.7771	14.5974	16.7706	6.762	46.1952	66.327
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	f81dffa4-6a2d-4042-9527-01f9ce582fb4	Glioma	Glioma	PathAnnotationObject	Polygon	879.15	419.54	81	34.9364	0.8339	12.7532	7.8928	0.7988	10.6231	3494.9893	3.2273	18.1776	3.5093	14.6683	0	0	0	0	0	0	0.0006	0.1946	0.0077	0.116	0	0.116	0	0	0	0	0	0	1.3371	439.9115	0.6055	3.7101	0.4439	3.2662	1.5352	505.0722	0.3084	2.4172	0.6106	1.8067	26.4569	8704.3223	3.9845	37.6357	15.6132	22.0225	0.3159	103.9367	0.3374	1.7006	0	1.7006	0.4662	153.3689	0.189	0.991	0.1878	0.8032	11.9686	3937.6702	1.7733	16.9612	8.9086	8.0526	164	48.1358	0.8894	17.449	11.4516	0.7594	5.7838	5.4713	18.1776	0	0	0	0	0	0.0638	0.1491	0.8569	0	0.1443	0.495	4.3751	0	1.5337	0.6138	3.7101	0.4439	1.3984	0.3651	2.4764	0.3334	22.0932	6.5201	37.6357	7.8416	0.344	0.3544	1.7006	0	0.5777	0.2047	1.094	0.1878	11.4405	1.9698	16.9612	6.5304	0.9591	1.6492	7.5475	0	0	0	0	0	0.1267	0.1909	0.8569	0	0.2881	0.6697	4.3751	0	1.7297	0.5576	3.4569	0.6715	1.262	0.3666	2.4764	0.3334	17.7426	5.5829	32.2809	7.8416	0.3721	0.369	1.5014	0	0.6889	0.1529	1.094	0.3341	10.9141	2.017	16.277	6.5304	0.5003	0	58.9364	61.6347	101.2599	50.6827	29.5597	45.1466	5	18.0064	18.7489	26.2633	8.8709	108.2269	193.1932
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	793389bb-756f-4329-8992-673f8f441a28	Glioma	Glioma	PathAnnotationObject	Polygon	1014.3	421.39	52.5	28.5881	0.8072	9.9077	7.9471	0.5731	11.287	2404.1306	3.6468	20.8975	3.5985	17.2991	0	0	0	0	0	0	0.0048	1.0208	0.0362	0.4441	0	0.4441	0.8588	182.9322	1.1289	5.7802	0	5.7802	2.1812	464.5861	0.5285	3.932	0.9548	2.9772	2.2244	473.7883	0.3412	3.1948	1.273	1.9218	21.6403	4609.3906	4.1368	29.1166	11.5202	17.5963	0.6052	128.9158	0.4132	1.7009	0	1.7009	0.7493	159.5924	0.1242	1.1029	0.5264	0.5766	14.6923	3129.4517	2.1645	19.0426	9.5251	9.5175	128	41.4611	0.9357	14.3449	12.2851	0.5224	5.1273	5.8152	20.8975	0	0	0	0	0	0.0477	0.1402	1.1491	0	1.9843	1.9744	8.381	0	1.8754	0.573	3.932	0.6119	2.2873	0.4776	3.6907	0.8417	19.6108	4.4043	29.1166	7.8571	0.5168	0.3862	1.7009	0	0.8052	0.1472	1.1342	0.3822	14.1548	2.4131	19.6936	6.6338	0.7392	1.4446	7.9419	0	0	0	0	0	0.0783	0.1747	1.1491	0	2.7861	2.0561	8.381	0	1.6577	0.4998	3.3214	0.6119	2.3322	0.5509	3.6907	0.8417	18.1649	4.0059	26.7534	7.8571	0.4538	0.3532	1.5584	0	0.845	0.1495	1.1342	0.3822	13.7718	2.5097	19.6936	6.6338	0.4089	0.01	75.9403	43.4498	25.5598	64.0383	33.0064	10.9927	6	21.9409	20.7357	41.6276	10.99	117.6135	217.4522
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	551bf1ab-eb8d-483d-87e9-e87a7c2b400d	Glioma	Glioma	PathAnnotationObject	Polygon	993.27	421.79	41	23.6585	0.9205	8.4899	6.6607	0.5734	6.5253	1096.2562	2.0231	15.2975	2.5512	12.7463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4154	237.7792	0.3027	2.4411	0.8146	1.6265	1.787	300.2092	0.2553	2.5988	1.2382	1.3605	24.4095	4100.7944	2.4342	32.6641	18.7384	13.9257	1.5352	257.9146	0.5122	2.7032	0.2958	2.4074	0.4181	70.2426	0.134	0.8035	0.2486	0.5549	11.936	2005.2506	1.06	15.2583	9.5639	5.6943	107.75	37.3436	0.9709	12.8527	10.9573	0.4971	2.7128	3.3321	15.2975	0	0	0	0	0	0.0143	0.0817	0.8288	0	0.4664	1.0429	6.2705	0	1.6513	0.476	3.3382	0.8146	1.9826	0.4509	3.84	1.2127	22.7405	4.6263	33.7684	10.9792	1.3892	0.7462	3.4883	0.0123	0.5906	0.2297	1.4203	0.2486	12.5333	1.4762	17.0054	9.5639	0.3049	0.7266	4.2719	0	0	0	0	0	0.0233	0.1034	0.8288	0	0.7609	1.2459	6.2705	0	1.8004	0.5048	3.3382	0.8416	2.1061	0.5015	3.84	1.2127	21.6864	5.325	33.7684	10.9792	1.297	0.85	3.4883	0.0123	0.6995	0.2101	1.4203	0.3105	12.9106	1.576	17.0054	9.6736	0.3763	0.0141	54.9543	22.4595	11.2281	64.7407	39.2877	14.9566	7	19.1686	20.9962	26.8202	11.2275	144.5257	286.2914
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	1d63115a-dc67-4673-9219-13b5160cbccc	PVC	PVC	PathAnnotationObject	Polygon	938.33	421.16	12	12.0491	1	4.1751	3.51	0.5518	8.899	427.1531	3.6937	15.4636	3.0042	12.4594	0	0	0	0	0	0	3.6379	174.6212	2.6648	11.1815	0.7489	10.4326	5.3778	258.133	1.948	10.4294	2.2944	8.135	0.8185	39.2895	0.7422	2.618	0	2.618	15.2106	730.109	5.0496	27.9783	7.9294	20.0489	9.135	438.4777	1.0318	11.661	6.9791	4.6819	4.2572	204.3474	1.6547	8.3643	0.9228	7.4415	0.2005	9.6255	0.0468	0.3164	0.1096	0.2068	19.8489	952.7491	1.7233	24.4487	15.9308	8.518	52	25.7387	0.9864	8.6841	7.6994	0.4343	2.244	4.0909	15.4636	0	0.0239	0.1802	1.6212	0	5.1197	3.7812	14.5059	0	4.3677	4.2437	22.3626	0	1.5089	1.1903	4.6074	0	13.1175	5.8491	27.9783	1.7721	7.3505	1.9673	11.661	1.0018	4.7941	3.8694	18.31	0.6527	0.2026	0.0972	0.7464	0.0551	18.0445	3.4423	26.8618	11.3325	0.2475	0.6106	3.1049	0	0.0311	0.205	1.6212	0	5.5642	3.9563	14.5059	0	4.0646	4.6822	22.3626	0	1.7159	1.2225	4.6074	0	12.4895	5.9399	27.3507	1.7721	6.8152	1.864	10.6593	1.0018	4.9552	4.3092	18.31	0.6527	0.2032	0.108	0.7464	0.0551	17.5031	3.643	26.8618	11.3325	0.2084	18.1262	0	10.0497	42.8467	64.9566	13.9477	18.2997	6	20.1821	18.2175	32.5659	10.0436	138.9884	224.1804
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	2acd2944-e670-405e-89ae-210888c8124c	Endothelial	Endothelial	PathAnnotationObject	Polygon	970.88	423.01	13.5	14.4492	0.8126	5.9015	2.9993	0.8718	5.3356	304.1271	2.4305	10.6491	1.615	9.0341	0	0	0	0	0	0	2.8939	164.9542	2.5522	11.2689	0	11.2689	2.2274	126.962	2.0734	7.544	0	7.544	1.778	101.3461	0.8384	3.5537	0.2527	3.3009	12.0971	689.5323	4.2961	24.0827	7.3886	16.694	8.1641	465.355	0.97	10.3122	6.5296	3.7826	6.5673	374.3373	2.9256	13.5179	2.8279	10.6901	0.2879	16.4115	0.1014	0.5227	0.171	0.3518	15.6731	893.3646	2.3444	19.9922	10.9582	9.0339	60.25	28.5203	0.9308	10.6755	7	0.7535	1.3752	2.5111	10.6491	0	0.0738	0.4218	3.8081	0	3.7789	4.1167	17.4995	0	2.7166	2.4608	10.6171	0	1.4616	0.9477	3.5537	0	9.4564	5.4098	26.6152	0.7568	7.6086	2.7782	14.8575	0.6418	8.1523	6.1129	21.9881	0.9836	0.4146	0.2188	1.0904	0.171	15.3008	2.831	20.6281	8.4811	0.168	0.4332	2.1852	0	0.0963	0.4798	3.8081	0	4.0486	4.4572	17.4995	0	2.8657	2.5536	10.6171	0	1.3651	0.9601	3.275	0	8.6515	5.4671	26.6152	0.7568	7.4393	3.1107	14.8575	0.6418	8.6354	6.7259	21.9881	0.9836	0.4532	0.2303	1.0904	0.1795	15.1874	2.9598	20.6281	8.4811	0.2132	22.459	32.562	0.01	13.5906	67.495	37.4359	36.332	6	24.4969	25.8034	37.4398	11.7881	195.3003	286.2914
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	d42bc934-7209-4cc5-ba78-0cfd1bdc4d21	Glioma	Glioma	PathAnnotationObject	Polygon	884.51	427.67	35.5	22.8656	0.8532	8.1387	5.8682	0.6502	5.9311	860.0067	2.4764	15.2671	2.4542	12.8129	0	0	0	0	0	0	0.007	1.0207	0.0319	0.2052	0	0.2052	0.005	0.7204	0.0427	0.4171	0	0.4171	2.085	302.321	0.3771	3.3902	1.2461	2.1441	1.5823	229.4348	0.3325	2.5281	0.9634	1.5647	26.8622	3895.0149	5.1017	37.8756	17.0413	20.8343	0.5903	85.5926	0.4548	1.8277	0	1.8277	0.4769	69.1464	0.1182	0.9689	0.2753	0.6936	13.3879	1941.2435	1.7462	18.2761	10.1438	8.1323	89.75	35.3948	0.9003	12.5118	9.649	0.6277	2.9474	3.0825	15.2671	0	0	0	0	0	0.125	0.2073	0.9822	0	0.2348	0.6224	3.9134	0	2.2221	0.4119	4.1509	1.2461	1.6125	0.3208	2.5281	0.9055	24.4636	6.4944	37.8756	9.5233	0.49	0.4114	1.8277	0	0.6102	0.1714	1.085	0.2753	13.2803	1.8464	18.2761	9.6913	0.9537	1.3501	5.5633	0	0	0	0	0	0.2038	0.2356	0.9822	0	0.3884	0.7662	3.9134	0	2.3138	0.4095	4.1509	1.4626	1.6327	0.3118	2.5182	0.9055	22.8608	6.8334	36.8054	9.5233	0.423	0.3658	1.6424	0	0.6993	0.1409	1.085	0.4133	13.2084	1.9111	17.7247	9.6913	0.4005	0.01	53.3366	55.8071	97.1183	46.62	22.1252	38.9564	6	16.9554	16.9223	23.9314	8.8709	109.1166	166.0116
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	6d3ae5b9-9832-4ac9-880d-9d4cb8572b5a	Glioma	Glioma	PathAnnotationObject	Polygon	898.12	428.27	62.75	30.8905	0.8264	11.5304	7.2872	0.8029	8.7792	2247.4839	2.0633	15.677	3.5028	12.1742	0	0	0	0	0	0	0.0226	5.7742	0.0857	0.7715	0	0.7715	0.0018	0.4563	0.0237	0.37	0	0.37	1.8528	474.3248	0.4411	3.2493	0.8382	2.4112	1.6043	410.6976	0.2886	2.6201	0.9253	1.6948	21.2676	5444.4946	2.9582	32.6433	12.0509	20.5924	0.1788	45.7641	0.2503	1.1376	0	1.1376	0.6631	169.7445	0.1522	1.1823	0.34	0.8423	12.5465	3211.916	1.6193	18.1424	9.1117	9.0307	142.5	44.1477	0.9188	15.9035	11.5494	0.6739	4.2398	4.3824	15.677	0	0	0	0	0	0.1332	0.2484	1.9622	0	0.3698	1.1935	8.5801	0	2.1357	0.6232	4.2811	0.8382	1.7081	0.4385	3.1754	0.5962	20.4206	4.9332	32.9411	5.3962	0.1945	0.2505	1.1662	0	0.7897	0.2204	1.4583	0.3283	12.8407	2.481	19.6685	6.0079	0.6195	1.243	5.3545	0	0	0	0	0	0.2214	0.2959	1.9622	0	0.6634	1.539	8.5801	0	2.3612	0.655	4.2811	0.9619	1.7909	0.5141	3.1754	0.5962	19.7452	5.9834	32.9411	5.3962	0.207	0.2504	1.1662	0	0.8907	0.2143	1.4583	0.3283	13.0752	2.9776	19.6685	6.0079	0.4385	0	39.672	42.0109	83.6901	52.9088	17.0918	25.1716	6	15.5498	15.3826	18.9647	12.6788	92.9484	130.7083
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	fd16217a-dafd-49ab-9381-9d8bbf1ebc45	Glioma	Glioma	PathAnnotationObject	Polygon	770.3	426.84	24.5	18.9116	0.8608	6.4863	5.2435	0.5311	2.0234	208.4095	0.8559	3.3516	0	3.3516	0	0	0	0	0	0	0.0924	9.5185	0.2458	1.4783	0	1.4783	0.1602	16.5047	0.6732	5.3288	0	5.3288	3.2911	338.9843	0.5571	5.1056	2.4768	2.6287	1.9777	203.7014	0.2426	2.8991	1.4618	1.4373	28.8125	2967.6919	2.7997	34.5088	19.6158	14.893	0.1743	17.952	0.2273	1.1563	0	1.1563	0.9061	93.3275	0.1066	1.1726	0.7236	0.449	16.2837	1677.2251	1.2163	20.9641	14.3713	6.5928	82.25	32.6866	0.9674	11.1088	9.7225	0.3823	0.6498	1.0468	3.3516	0	0.0699	0.5479	5.6268	0	0.2844	0.4667	2.3426	0	3.0051	4.4756	18.5937	0	3.2169	0.7506	5.5306	1.1862	2.2434	0.4881	3.5784	1.2889	25.874	5.836	35.2103	10.5736	0.1349	0.192	1.1563	0	0.9544	0.1465	1.3314	0.553	17.7611	3.5382	33.458	11.605	0.0293	0.1454	1.2222	0	0.1015	0.6581	5.6268	0	0.3711	0.515	2.3426	0	4.2903	4.8564	18.5937	0	3.1834	0.8222	5.5306	1.1862	2.3634	0.5228	3.5784	1.2889	24.5466	6.3485	35.2103	10.5736	0.1171	0.1713	1.0867	0	0.9762	0.1567	1.3314	0.553	18.4285	4.0121	33.458	11.605	0.304	0	68.4574	64.1356	90.7535	48.6135	114.1534	152.8116	5	33.6709	37.2897	52.1819	17.3398	327.1414	721.6769
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	043bf249-4bee-495f-9b48-ca5cf7b5995b	Glioma	Glioma	PathAnnotationObject	Polygon	833.61	429.65	24	17.6424	0.969	6.0063	5.116	0.4941	10.8263	1050.1467	3.5759	19.7798	3.9998	15.78	0.0051	0.4964	0.0365	0.3072	0	0.3072	0.0226	2.1936	0.0756	0.5795	0	0.5795	1.5713	152.4155	1.1744	4.4055	0	4.4055	2.2351	216.8056	0.3345	2.8753	1.5685	1.3068	2.3004	223.1358	0.9573	5.7959	1.1778	4.6181	14.8958	1444.8881	1.9307	20.6912	11.0642	9.627	0.0413	4.0105	0.0709	0.2966	0	0.2966	1.081	104.8591	0.1501	1.4606	0.74	0.7206	18.4228	1787.0139	2.4261	22.5028	13.5105	8.9923	75.5	31.0667	0.983	10.5445	9.1924	0.439	3.8832	5.2871	19.7798	0	0.0837	0.2143	1.0687	0	0.1133	0.1973	1.1504	0	1.0273	1.0432	4.4055	0	1.962	0.5879	3.6172	0.6044	2.1087	0.946	5.7959	0.4567	13.6834	4.6645	28.7092	3.7415	0.0791	0.1484	0.9572	0	0.8814	0.2562	1.4606	0.3209	14.4515	4.1744	22.5028	4.9398	0.598	1.2087	6.1268	0	0.1209	0.2506	1.0687	0	0.1562	0.2213	1.1504	0	0.77	0.8656	3.976	0	1.8328	0.6364	3.6172	0.6044	2.0181	0.9293	5.0076	0.4567	13.1098	5.4148	28.7092	3.7415	0.097	0.1707	0.9572	0	0.7869	0.2416	1.3131	0.3209	12.5723	3.4487	20.7576	4.9398	0.3082	0	90.8372	41.9745	116.978	14.6487	52.5649	89.6522	6	16.8755	17.0932	23.2541	9.0718	120.3314	179.5172
Gbg LGG TMA 5 Panel 2_Core[1,9,D]_[11509,46099]_component_data.tif - resolution #1	51de8236-1921-4923-8f0d-c76a88c6cc10	Endothelial	Endothelial	PathAnnotationObject	Polygon	940.24	430.66	22.25	19.6508	0.7241	8.4599	3.5512	0.9087	6.0468	550.261	1.943	10.4324	1.6112	8.8213	0	0	0	0	0	0	3.2084	291.9687	2.5011	11.8349	0.5094	11.3255	3.1329	285.0938	2.9082	11.6561	0	11.6561	1.2347	112.3546	0.5332	2.3674	0	2.3674	3.5655	324.4589	3.0925	11.7312	0.6699	11.0612	5.3116	483.36	2.8076	9.9105	0.424	9.4864	15.4054	1401.8905	3.8523	22.1336	5.0884	17.0452	0.5466	49.7365	0.3608	1.3282	0.0238	1.3043	16.5371	1504.8772	2.9823	22.3083	10.848	11.4603	71	32.5547	0.8419	12.5047	7.9811	0.8026	2.3254	2.9179	10.4324	0	0.0543	0.178	1.1192	0	3.7532	3.6938	12.9402	0	2.4531	2.8675	11.6561	0	0.9858	0.6944	3.9647	0	4.435	4.8726	15.1063	0.0911	4.1118	3.7133	10.1534	0	10.9254	6.4219	22.8836	1.3304	0.5692	0.4314	1.5299	0.0096	13.4139	5.6151	22.9653	2.4604	0.5888	1.1086	5.6845	0	0.0796	0.2109	1.1192	0	4.0074	4.1155	12.9402	0	2.1358	2.7996	10.62	0	0.8697	0.7306	3.9647	0	4.8408	5.4701	15.1063	0.0911	3.5519	3.9508	10.1534	0	8.8348	6.3161	22.8836	1.3304	0.5797	0.4611	1.5299	0.0096	11.9564	5.9566	22.9653	2.4604	0.3136	18.276	7.0724	0	44.1554	56.0448	23.9864	16.9311	5	14.1796	12.7933	24.0494	7.0777	85.6627	153.6873
